dataset,tag,qr,seed,spec_hash,run_directory,status,exit_code,entrance_version,mean_speed,speed_count,mean_density,inflow_ped,outflow_ped,flow_ratio,ped_planned_window,ped_cohort_observed_by_end,ped_fcd_first_window,ped_never_observed,ped_stock_100,ped_stock_339,robot_planned_window,robot_cohort_observed_by_end,robot_fcd_first_window,robot_never_observed,robot_stock_100,robot_stock_339,count_caveat,wall_seconds,peak_sumo_rss_bytes
Development,DC-063|qp35.3,0,10010,cef08cfdca5b6122bad8d8a72fbf51c17171dc07e85a43f4a4a18df1fa6ab582,runs\cef08cfdca5b6122bad8d8a72fbf51c17171dc07e85a43f4a4a18df1fa6ab582,COMPLETED_DIAGNOSTIC,0,historical,1.1403583691834178,25337,0.2693133503401377,142,137,0.9647887323943662,142,142,142,0,25,29,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.219000000040978,22036480
Development,DC-063|qp35.3,0,10012,e9f78f740e201a64d8ccc0b55ea66bcc76e044fd8e9fe88460d6e96e49ef8e34,runs\e9f78f740e201a64d8ccc0b55ea66bcc76e044fd8e9fe88460d6e96e49ef8e34,COMPLETED_DIAGNOSTIC,0,historical,1.1445638579331967,24946,0.26515731292517186,142,140,0.9859154929577465,142,142,142,0,25,26,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.9530000002123415,22056960
Development,DC-063|qp35.3,0,10015,943960dffa720cf4675eaf4fc77a01d22c5322d3c1ce2cb18974c6d8f46ccdf8,runs\943960dffa720cf4675eaf4fc77a01d22c5322d3c1ce2cb18974c6d8f46ccdf8,COMPLETED_DIAGNOSTIC,0,historical,1.1770119392037433,24541,0.2608524659863952,142,143,1.0070422535211268,142,142,142,0,26,23,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.016000000061467,22028288
Development,DC-063|qp35.3,0,10014,173e8c7da884ef535b37d6281823854818726a116cabc6d48ce144e63bff851f,runs\173e8c7da884ef535b37d6281823854818726a116cabc6d48ce144e63bff851f,COMPLETED_DIAGNOSTIC,0,historical,1.13984406993214,25396,0.26994047619047806,142,142,1.0,142,142,142,0,22,21,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.078999999910593,22036480
Development,DC-063|qp35.3,0,10013,726da7dc77b27b029998def73ffbceb6f20156614ec3f18307a3094a5695c6dd,runs\726da7dc77b27b029998def73ffbceb6f20156614ec3f18307a3094a5695c6dd,COMPLETED_DIAGNOSTIC,0,historical,1.108167433943317,25849,0.27475552721088653,142,137,0.9647887323943662,142,142,142,0,22,27,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.140999999828637,22011904
Development,DC-063|qp35.3,0,10018,136b8143586bfc51d2f5dc6108c38e0fb4ee307d6c90c5c5a83f9c5cf2a1478a,runs\136b8143586bfc51d2f5dc6108c38e0fb4ee307d6c90c5c5a83f9c5cf2a1478a,COMPLETED_DIAGNOSTIC,0,historical,1.1508942242174391,24949,0.2651892006802745,142,139,0.9788732394366197,142,142,142,0,22,24,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.8439999998081475,22011904
Development,DC-063|qp35.3,0,10016,488ebc06dc8bea99f5073081cad99d1f7bfaf24edb5187fa27bc082e202fc51f,runs\488ebc06dc8bea99f5073081cad99d1f7bfaf24edb5187fa27bc082e202fc51f,COMPLETED_DIAGNOSTIC,0,historical,1.1254410784966835,25517,0.27122661564626066,142,142,1.0,142,142,142,0,28,26,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.3280000002123415,22040576
Development,DC-063|qp35.3,0,10019,25c3a364c38bd5668322b60b8689b5e1d2a50608bf04abdc85496bf348aa62b6,runs\25c3a364c38bd5668322b60b8689b5e1d2a50608bf04abdc85496bf348aa62b6,COMPLETED_DIAGNOSTIC,0,historical,1.186024071555196,24261,0.25787627551020376,142,142,1.0,142,142,142,0,25,23,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.25,22097920
Development,DC-063|qp35.3,0,10017,22b688dc5b613a75ecc9eb6dc03c1606c98c7fcfd72967dc361119abc2514958,runs\22b688dc5b613a75ecc9eb6dc03c1606c98c7fcfd72967dc361119abc2514958,COMPLETED_DIAGNOSTIC,0,historical,1.1278834259766404,25546,0.27153486394557946,142,139,0.9788732394366197,142,142,142,0,25,27,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.313000000081956,22085632
Development,DC-063|qp35.3,0,10020,4f505ef5195bf67b4d8113fef6165db8d98e1cd7f4b1851c734fb9389d12f099,runs\4f505ef5195bf67b4d8113fef6165db8d98e1cd7f4b1851c734fb9389d12f099,COMPLETED_DIAGNOSTIC,0,historical,1.0996946096297517,26065,0.2770514455782336,142,138,0.971830985915493,142,142,142,0,23,26,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.516000000061467,22020096
Development,DC-063|qp35.3,0,10021,639b55b379a598a6e91be87830f34bbc84e742d5c7ff3ca9a71d1460d59eeb1a,runs\639b55b379a598a6e91be87830f34bbc84e742d5c7ff3ca9a71d1460d59eeb1a,COMPLETED_DIAGNOSTIC,0,historical,1.1435095447871402,25197,0.26782525510204414,142,144,1.0140845070422535,142,142,142,0,28,25,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.405999999959022,22016000
Development,DC-063|qp35.3,0,10023,43ac7f42d821ad68867a85ed1785b854dde9dcd4c67c51bdd76b24d70b36981f,runs\43ac7f42d821ad68867a85ed1785b854dde9dcd4c67c51bdd76b24d70b36981f,COMPLETED_DIAGNOSTIC,0,historical,1.152831922905606,24697,0.26251062925170177,142,144,1.0140845070422535,142,142,142,0,28,24,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.609000000171363,22073344
Development,DC-063|qp35.3,0,10022,5c77e528e27a3aa5aa1f99849496b3a392f7f40991043dc65d22ff16e7108bf1,runs\5c77e528e27a3aa5aa1f99849496b3a392f7f40991043dc65d22ff16e7108bf1,COMPLETED_DIAGNOSTIC,0,historical,1.1506139785811704,24838,0.264009353741499,142,142,1.0,142,142,142,0,26,25,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.640999999828637,22069248
Development,DC-063|qp35.3,0,10024,56c75530c1a2e30fca362e7abd5b7044d48c417e6ad7dcd5deebef91403bd0c8,runs\56c75530c1a2e30fca362e7abd5b7044d48c417e6ad7dcd5deebef91403bd0c8,COMPLETED_DIAGNOSTIC,0,historical,1.1658443749484966,24302,0.2583120748299333,142,142,1.0,142,142,142,0,26,25,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.140999999828637,22011904
Development,DC-063|qp35.3,0,10026,47cbc4bb4c5ccd5cbb14d019d55927768bfedcaf31a0236d8ebbfd7dd23b4baf,runs\47cbc4bb4c5ccd5cbb14d019d55927768bfedcaf31a0236d8ebbfd7dd23b4baf,COMPLETED_DIAGNOSTIC,0,historical,1.1509826104337966,25015,0.2658907312925189,142,143,1.0070422535211268,142,142,142,0,26,23,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.311999999918044,21970944
Development,DC-063|qp35.3,0,10027,8447cc1dde70cfad25ad08aa85365f7a4d0d798a9df7ff1a60f95b9cb639c865,runs\8447cc1dde70cfad25ad08aa85365f7a4d0d798a9df7ff1a60f95b9cb639c865,COMPLETED_DIAGNOSTIC,0,historical,1.1482254129504488,25003,0.2657631802721098,142,139,0.9788732394366197,142,142,142,0,27,28,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.312000000150874,21975040
Development,DC-063|qp35.3,0,10025,ebcf017dd7b950c65c913ffdf820ed6da7343cc5386940cdda8917d9d8edec5c,runs\ebcf017dd7b950c65c913ffdf820ed6da7343cc5386940cdda8917d9d8edec5c,COMPLETED_DIAGNOSTIC,0,historical,1.132175239755912,25234,0.2682185374149667,142,141,0.9929577464788732,142,142,142,0,26,26,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.453999999910593,22007808
Development,DC-063|qp35.3,0,10029,42170fe7837fc7ea10df7811874c7d148392b0d6a33d0d3dd90d77db0da4048c,runs\42170fe7837fc7ea10df7811874c7d148392b0d6a33d0d3dd90d77db0da4048c,COMPLETED_DIAGNOSTIC,0,historical,1.1437035258333914,24987,0.26559311224489834,142,143,1.0070422535211268,142,142,142,0,25,23,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.765000000130385,22003712
Development,DC-063|qp35.3,0,10028,564059c84660000f9a11873d792aa9895e41915b0e5f3701950e66fdd110a1f8,runs\564059c84660000f9a11873d792aa9895e41915b0e5f3701950e66fdd110a1f8,COMPLETED_DIAGNOSTIC,0,historical,1.1296844669731563,25449,0.2705038265306125,142,137,0.9647887323943662,142,142,142,0,22,27,0,0,0,0,0,0,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.047000000020489,22073344
Development,DC-063|qp35.3,1,10000,4d8655d32ec78751d63bac368df63dec721b5567d1f5a074894b9a3678aec029,runs\4d8655d32ec78751d63bac368df63dec721b5567d1f5a074894b9a3678aec029,COMPLETED_DIAGNOSTIC,0,historical,1.155337015238237,24806,0.2636692176870773,142,140,0.9859154929577465,142,142,142,0,27,28,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.094000000040978,22048768
Development,DC-063|qp35.3,1,10001,2ca06df144294380b76e581bde07aa2592a395cff43e3715cec07d2a3adcc687,runs\2ca06df144294380b76e581bde07aa2592a395cff43e3715cec07d2a3adcc687,COMPLETED_DIAGNOSTIC,0,historical,1.1380295585865488,25441,0.2704187925170087,142,139,0.9788732394366197,142,142,142,0,25,27,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.047000000020489,22081536
Development,DC-063|qp35.3,1,10002,ddcd907fe63ed53ef8e1fcfbf96097e230115d6ef7e74171e7335c0e6db5fe7f,runs\ddcd907fe63ed53ef8e1fcfbf96097e230115d6ef7e74171e7335c0e6db5fe7f,COMPLETED_DIAGNOSTIC,0,historical,1.1182546874999921,25600,0.27210884353741804,142,141,0.9929577464788732,142,142,142,0,28,27,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.452999999979511,22081536
Development,DC-063|qp35.3,1,10003,0c79fd6b1c71586491ed6d84c391b5ee663b33b34016520a9417494c205c758a,runs\0c79fd6b1c71586491ed6d84c391b5ee663b33b34016520a9417494c205c758a,COMPLETED_DIAGNOSTIC,0,historical,1.126874902874941,25740,0.27359693877551305,142,142,1.0,142,142,142,0,26,24,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.562999999849126,22048768
Development,DC-063|qp35.3,1,10005,31b94a66671b14de973bb17cb961de0e77bb9fe8d46d279ebb05401fa9934aba,runs\31b94a66671b14de973bb17cb961de0e77bb9fe8d46d279ebb05401fa9934aba,COMPLETED_DIAGNOSTIC,0,historical,1.1046563209981022,25969,0.27603103741496804,142,139,0.9788732394366197,142,142,142,0,24,26,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.516000000061467,21991424
Development,DC-063|qp35.3,1,10004,2436481f34b511bb0354c6e8242d905ca46d1c2c1239767472cdb7d2feed173c,runs\2436481f34b511bb0354c6e8242d905ca46d1c2c1239767472cdb7d2feed173c,COMPLETED_DIAGNOSTIC,0,historical,1.1100904327576875,25765,0.2738626700680289,142,137,0.9647887323943662,142,142,142,0,26,29,4,4,4,0,0,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.563000000081956,22032384
Development,DC-063|qp35.3,1,10006,1277a47961aa1dc165c2cf0d96966a09ef27e9706c3040bb5c4dc2a65665bd52,runs\1277a47961aa1dc165c2cf0d96966a09ef27e9706c3040bb5c4dc2a65665bd52,COMPLETED_DIAGNOSTIC,0,historical,1.1486038162088064,24789,0.2634885204081659,142,137,0.9647887323943662,142,142,142,0,25,29,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.0780000002123415,22142976
Development,DC-063|qp35.3,1,10008,f1e6580c4ad5622f8075b724ea014dee79e99a3376e3591dd7fe1d964b447b01,runs\f1e6580c4ad5622f8075b724ea014dee79e99a3376e3591dd7fe1d964b447b01,COMPLETED_DIAGNOSTIC,0,historical,1.0800306198655478,26780,0.2846513605442194,142,144,1.0140845070422535,142,142,142,0,28,24,4,4,4,0,0,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.483999999938533,22048768
Development,DC-063|qp35.3,1,10009,4d1675ce7317134cb2682c1a97e8ac507991f37aab7f049bdaf440d14066f7d0,runs\4d1675ce7317134cb2682c1a97e8ac507991f37aab7f049bdaf440d14066f7d0,COMPLETED_DIAGNOSTIC,0,historical,1.1432829295684932,24932,0.2650085034013628,142,141,0.9929577464788732,142,142,142,0,26,26,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.5,22020096
Development,DC-063|qp35.3,1,10007,43b4a0a1fa6c220733ff27d1c638e0dd14431c732251d51ecdec5ec642e70e63,runs\43b4a0a1fa6c220733ff27d1c638e0dd14431c732251d51ecdec5ec642e70e63,COMPLETED_DIAGNOSTIC,0,historical,1.1456128648005102,25185,0.2676977040816312,142,140,0.9859154929577465,142,142,142,0,24,24,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.577999999979511,22011904
Development,DC-063|qp35.3,1,10010,152909da60380a6bb6eebd12b0a68f7c4c670466d18d9dace9ea90226517dce4,runs\152909da60380a6bb6eebd12b0a68f7c4c670466d18d9dace9ea90226517dce4,COMPLETED_DIAGNOSTIC,0,historical,1.1091000498906172,26057,0.2769664115646285,142,139,0.9788732394366197,142,142,142,0,24,26,4,4,4,0,0,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.547000000020489,22032384
Development,DC-063|qp35.3,1,10013,3d1ce9eff096dc1a5ca32bd0a351b0e71118a35b7a4de4f1532767a0b7a785ff,runs\3d1ce9eff096dc1a5ca32bd0a351b0e71118a35b7a4de4f1532767a0b7a785ff,COMPLETED_DIAGNOSTIC,0,historical,1.1295273788859106,25348,0.2694302721088429,142,138,0.971830985915493,142,142,142,0,23,26,4,4,4,0,0,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.186999999918044,22167552
Development,DC-063|qp35.3,1,10011,7b2687d26db31753f18243635e0690f55dd3e0c1d946d1b063796eb3bd26db5d,runs\7b2687d26db31753f18243635e0690f55dd3e0c1d946d1b063796eb3bd26db5d,COMPLETED_DIAGNOSTIC,0,historical,1.153386797775471,24814,0.26375425170068123,142,144,1.0140845070422535,142,142,142,0,26,22,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.327999999979511,22036480
Development,DC-063|qp35.3,1,10012,ebd6e50393e5a6d1070199f35ec6ae12736377718f6f57676f47cd34f72d16d7,runs\ebd6e50393e5a6d1070199f35ec6ae12736377718f6f57676f47cd34f72d16d7,COMPLETED_DIAGNOSTIC,0,historical,1.1094141304768996,25859,0.2748618197278908,142,145,1.0211267605633803,142,142,142,0,28,24,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",5.375,21975040
Development,DC-063|qp35.3,1,10014,e634ff8ce5a12f6bf97376d7802f93e71aeeae720ab988ea94385382ba61d5c7,runs\e634ff8ce5a12f6bf97376d7802f93e71aeeae720ab988ea94385382ba61d5c7,COMPLETED_DIAGNOSTIC,0,historical,1.1249986310477078,25567,0.2717580782312929,142,142,1.0,142,142,142,0,23,21,4,4,4,0,0,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",3.6399999998975545,22142976
Development,DC-063|qp35.3,1,10015,0de9c2852451c6448a4fb501f5ece315b8c594709b15464599e70e982e3c6e61,runs\0de9c2852451c6448a4fb501f5ece315b8c594709b15464599e70e982e3c6e61,COMPLETED_DIAGNOSTIC,0,historical,1.1390503455083705,25325,0.2691857993197288,142,145,1.0211267605633803,142,142,142,0,28,23,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.062000000150874,22056960
Development,DC-063|qp35.3,1,10017,6f0d3058bf3a0a8a2e2153a5e2602bd86c8e5beee22d0f95bd576ce6f3a73d6c,runs\6f0d3058bf3a0a8a2e2153a5e2602bd86c8e5beee22d0f95bd576ce6f3a73d6c,COMPLETED_DIAGNOSTIC,0,historical,0.9953443722063896,29532,0.3139030612244969,142,142,1.0,142,142,142,0,26,24,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.375,22044672
Development,DC-063|qp35.3,1,10018,ae95a3fb787f3be8306eda98ff51eb3c22f4be47d5937a871abc1d1759dc38b6,runs\ae95a3fb787f3be8306eda98ff51eb3c22f4be47d5937a871abc1d1759dc38b6,COMPLETED_DIAGNOSTIC,0,historical,1.1148700971851395,25827,0.2745216836734711,142,142,1.0,142,142,142,0,26,24,4,4,4,0,1,1,"FCD first observation is presence, not verified JuPedSim insertion; saved timestamps use the actual engine output step despite the requested 1-second device period. See per-agent first-position-update audit. Schedule inferred from deterministic personFlow.",4.141000000061467,22003712
